"swede1"|"swede2"|"abba"|"deathmetal"
"10226"|451|432|0|0
"10227"|451|522|0|1
"10228"|451|471|0|0
"10229"|451|397|0|0
"10230"|451|504|0|0
"10231"|451|393|0|0
"10232"|451|476|0|0
"10233"|451|417|0|0
"10234"|451|455|0|1
"10235"|451|489|0|0
"10236"|451|506|0|0
"10237"|451|392|0|1
"10238"|451|468|0|0
"10239"|451|645|0|0
"10240"|451|396|0|1
"10241"|451|627|0|0
"10242"|451|399|0|0
"10243"|451|636|0|1
"10244"|451|499|0|0
"10245"|451|690|0|1
"10246"|451|604|0|1
"10247"|452|464|0|1
"10248"|453|480|0|0
"10249"|453|617|0|1
"10250"|453|496|0|0
"10251"|453|504|0|0
"10252"|453|495|0|1
"10253"|453|634|0|1
"10254"|453|518|0|1
"10255"|453|476|0|0
"10256"|453|512|0|0
"10257"|453|387|0|0
"10258"|454|637|1|1
"10259"|454|396|1|1
"10260"|454|512|1|0
"10261"|454|465|1|1
"10262"|454|385|1|0
"10263"|454|398|1|0
"10264"|454|391|1|1
"10265"|454|429|1|0
"10266"|454|636|1|1
"10267"|454|393|1|0
"10268"|454|671|1|0
"10269"|454|427|1|1
"10270"|454|402|1|1
"10271"|454|494|1|0
"10272"|454|381|1|0
"10273"|454|468|1|0
"10274"|454|444|1|0
"10275"|454|500|1|0
"10276"|454|618|1|0
"10277"|454|410|1|1
"10278"|454|489|1|0
"10279"|454|657|1|0
"10280"|454|784|1|1
"10281"|454|682|1|1
"10282"|454|451|1|1
"10283"|454|577|1|1
"10284"|454|490|1|1
"10285"|454|643|1|0
"10286"|454|179|1|0
"10287"|455|636|0|1
"10288"|455|508|0|0
"10289"|455|429|0|0
"10290"|455|451|0|1
"10291"|455|404|0|0
"10292"|455|179|0|0
"10293"|456|721|1|0
"10294"|457|298|0|0
"10295"|457|475|0|0
"10296"|457|564|0|0
"10297"|457|123|0|0
"10298"|457|40|0|1
"10299"|457|498|0|0
"10300"|457|759|0|0
"10301"|458|130|0|0
"10302"|458|122|0|0
"10303"|458|67|0|1
"10304"|458|754|0|0
"10305"|458|258|0|0
"10306"|458|472|0|0
"10307"|458|287|0|0
"10308"|458|733|0|1
"10309"|458|72|0|1
"10310"|458|438|0|0
"10311"|458|180|0|0
"10312"|458|401|0|1
"10313"|458|626|0|0
"10314"|458|811|0|0
"10315"|458|363|0|0
"10316"|458|701|0|0
"10317"|458|315|0|0
"10318"|458|759|0|0
"10319"|458|540|0|0
"10320"|458|770|0|0
"10321"|458|464|0|1
"10322"|458|477|0|1
"10323"|458|803|0|0
"10324"|458|161|0|0
"10325"|458|221|0|0
"10326"|459|691|1|0
"10327"|459|440|1|1
"10328"|459|631|1|0
"10329"|460|315|0|0
"10330"|460|180|0|0
"10331"|460|734|0|1
"10332"|460|146|0|1
"10333"|460|69|0|0
"10334"|460|221|0|0
"10335"|461|504|1|0
"10336"|461|435|1|0
"10337"|461|690|1|1
"10338"|461|397|1|0
"10339"|461|634|1|1
"10340"|461|381|1|0
"10341"|461|387|1|0
"10342"|461|476|1|0
"10343"|461|665|1|1
"10344"|461|399|1|0
"10345"|461|446|1|1
"10346"|461|398|1|0
"10347"|461|434|1|0
"10348"|461|445|1|0
"10349"|461|489|1|0
"10350"|461|495|1|1
"10351"|461|441|1|0
"10352"|461|517|1|0
"10353"|461|392|1|1
"10354"|461|636|1|1
"10355"|461|543|1|0
"10356"|461|832|1|0
"10357"|461|432|1|0
"10358"|461|617|1|1
"10359"|461|425|1|1
"10360"|461|513|1|0
"10361"|462|121|1|0
"10362"|462|475|1|0
"10363"|462|7|1|0
"10364"|462|202|1|0
"10365"|462|760|1|0
"10366"|462|759|1|0
"10367"|462|122|1|0
"10368"|462|811|1|0
"10369"|462|521|1|1
"10370"|462|424|1|0
"10371"|462|626|1|0
"10372"|462|564|1|0
"10373"|462|469|1|0
"10374"|462|607|1|0
"10375"|462|449|1|0
"10376"|462|519|1|0
"10377"|462|719|1|1
"10378"|462|473|1|0
"10379"|462|437|1|0
"10380"|462|310|1|0
"10381"|462|810|1|0
"10382"|462|478|1|0
"10383"|462|180|1|0
"10384"|462|605|1|0
"10385"|462|344|1|1
"10386"|462|81|1|0
"10387"|462|123|1|0
"10388"|462|431|1|0
"10389"|462|238|1|0
"10390"|462|162|1|0
"10391"|462|821|1|0
"10392"|463|239|0|0
"10393"|463|131|0|1
"10394"|463|770|0|0
"10395"|463|62|0|1
"10396"|463|570|0|1
"10397"|463|596|0|1
"10398"|463|251|0|1
"10399"|463|287|0|0
"10400"|463|236|0|0
"10401"|463|154|0|1
"10402"|463|698|0|0
"10403"|463|761|0|0
"10404"|463|248|0|0
"10405"|463|210|0|0
"10406"|463|214|0|0
"10407"|463|166|0|0
"10408"|464|180|0|0
"10409"|464|47|0|0
"10410"|464|338|0|0
"10411"|464|59|0|1
"10412"|464|807|0|0
"10413"|464|72|0|1
"10414"|464|734|0|1
"10415"|464|97|0|0
"10416"|464|69|0|0
"10417"|464|418|0|1
"10418"|464|221|0|0
"10419"|464|187|0|0
"10420"|464|452|0|1
"10421"|464|263|0|0
"10422"|464|212|0|0
"10423"|464|271|0|0
"10424"|464|811|0|0
"10425"|464|401|0|1
"10426"|464|80|0|0
"10427"|464|287|0|0
"10428"|464|7|0|0
"10429"|464|332|0|1
"10430"|464|130|0|0
"10431"|464|514|0|1
"10432"|464|337|0|0
"10433"|464|523|0|0
"10434"|464|2|0|0
"10435"|464|669|0|0
"10436"|464|754|0|0
"10437"|464|759|0|0
"10438"|464|728|0|1
"10439"|464|122|0|0
"10440"|464|556|0|0
"10441"|464|458|0|1
"10442"|464|540|0|0
"10443"|464|438|0|0
"10444"|464|205|0|1
"10445"|464|803|0|0
"10446"|464|258|0|0
"10447"|464|469|0|0
"10448"|464|761|0|0
"10449"|465|393|0|0
"10450"|465|404|0|0
"10451"|465|471|0|0
"10452"|465|499|0|0
"10453"|465|604|0|1
"10454"|465|427|0|1
"10455"|465|643|0|0
"10456"|465|504|0|0
"10457"|465|435|0|0
"10458"|465|466|0|1
"10459"|465|434|0|0
"10460"|465|387|0|0
"10461"|465|769|0|0
"10462"|465|423|0|0
"10463"|465|494|0|0
"10464"|465|447|0|0
"10465"|465|425|0|1
"10466"|465|385|0|0
"10467"|465|417|0|0
"10468"|465|395|0|0
"10469"|465|518|0|1
"10470"|465|444|0|0
"10471"|465|399|0|0
"10472"|465|468|0|0
"10473"|465|451|0|1
"10474"|465|597|0|0
"10475"|465|480|0|0
"10476"|465|512|0|0
"10477"|465|577|0|1
"10478"|465|489|0|0
"10479"|465|495|0|1
"10480"|465|611|0|0
"10481"|465|441|0|0
"10482"|465|408|0|1
"10483"|465|627|0|0
"10484"|465|396|0|1
"10485"|465|432|0|0
"10486"|465|634|0|1
"10487"|465|773|0|1
"10488"|465|517|0|0
"10489"|465|508|0|0
"10490"|465|454|0|0
"10491"|465|690|0|1
"10492"|465|832|0|0
"10493"|465|516|0|0
"10494"|465|618|0|0
"10495"|465|445|0|0
"10496"|466|465|0|1
"10497"|466|769|0|0
"10498"|466|443|0|0
"10499"|466|388|0|1
"10500"|466|482|0|1
"10501"|466|480|0|0
"10502"|466|784|0|1
"10503"|466|434|0|0
"10504"|466|445|0|0
"10505"|466|398|0|0
"10506"|466|387|0|0
"10507"|466|444|0|0
"10508"|466|408|0|1
"10509"|466|404|0|0
"10510"|466|690|0|1
"10511"|466|399|0|0
"10512"|466|645|0|0
"10513"|466|634|0|1
"10514"|466|492|0|0
"10515"|466|495|0|1
"10516"|466|832|0|0
"10517"|466|390|0|0
"10518"|466|446|0|1
"10519"|466|617|0|1
"10520"|466|518|0|1
"10521"|466|435|0|0
"10522"|466|512|0|0
"10523"|466|416|0|0
"10524"|466|513|0|0
"10525"|466|504|0|0
"10526"|466|522|0|1
"10527"|466|543|0|0
"10528"|466|430|0|0
"10529"|466|428|0|1
"10530"|466|665|0|1
"10531"|466|423|0|0
"10532"|467|5|1|0
"10533"|467|399|1|0
"10534"|467|428|1|1
"10535"|467|624|1|0
"10536"|467|468|1|0
"10537"|467|618|1|0
"10538"|467|471|1|0
"10539"|467|506|1|0
"10540"|467|489|1|0
"10541"|467|645|1|0
"10542"|467|643|1|0
"10543"|467|385|1|0
"10544"|467|690|1|1
"10545"|468|387|1|0
"10546"|468|604|1|1
"10547"|468|637|1|1
"10548"|468|643|1|0
"10549"|468|392|1|1
"10550"|468|688|1|1
"10551"|468|504|1|0
"10552"|468|773|1|1
"10553"|468|399|1|0
"10554"|468|432|1|0
"10555"|468|454|1|0
"10556"|468|627|1|0
"10557"|468|577|1|1
"10558"|468|425|1|1
"10559"|468|494|1|0
"10560"|468|410|1|1
"10561"|468|624|1|0
"10562"|468|445|1|0
"10563"|468|350|1|0
"10564"|468|476|1|0
"10565"|468|499|1|0
"10566"|468|422|1|0
"10567"|468|769|1|0
"10568"|468|681|1|0
"10569"|468|690|1|1
"10570"|468|385|1|0
"10571"|468|429|1|0
"10572"|468|471|1|0
"10573"|468|513|1|0
"10574"|468|480|1|0
"10575"|468|467|1|0
"10576"|468|503|1|0
"10577"|468|517|1|0
"10578"|468|451|1|1
"10579"|468|465|1|1
"10580"|468|447|1|0
"10581"|468|428|1|1
"10582"|468|395|1|0
"10583"|468|832|1|0
"10584"|468|522|1|1
"10585"|468|381|1|0
"10586"|468|483|1|1
"10587"|468|657|1|0
"10588"|468|434|1|0
"10589"|468|423|1|0
"10590"|468|489|1|0
"10591"|468|404|1|0
"10592"|468|442|1|0
"10593"|468|645|1|0
"10594"|468|611|1|0
"10595"|469|221|1|0
"10596"|469|2|1|0
"10597"|469|232|1|0
"10598"|469|101|1|1
"10599"|469|53|1|0
"10600"|469|669|1|0
"10601"|469|180|1|0
"10602"|469|94|1|0
"10603"|469|238|1|0
"10604"|469|29|1|0
"10605"|469|36|1|0
"10606"|469|575|1|1
"10607"|469|696|1|0
"10608"|469|212|1|0
"10609"|469|240|1|1
"10610"|469|97|1|0
"10611"|469|59|1|1
"10612"|469|322|1|1
"10613"|469|312|1|0
"10614"|469|287|1|0
"10615"|469|258|1|0
"10616"|469|87|1|1
"10617"|469|607|1|0
"10618"|469|337|1|0
"10619"|469|230|1|0
"10620"|469|728|1|1
"10621"|469|81|1|0
"10622"|469|626|1|0
"10623"|469|667|1|0
"10624"|469|770|1|0
"10625"|469|243|1|0
"10626"|469|827|1|0
"10627"|469|7|1|0
"10628"|469|271|1|0
"10629"|469|263|1|0
"10630"|469|202|1|0
"10631"|469|462|1|0
"10632"|469|810|1|0
"10633"|469|481|1|0
"10634"|469|274|1|1
"10635"|469|420|1|0
"10636"|469|121|1|0
"10637"|469|130|1|0
"10638"|469|315|1|0
"10639"|469|521|1|1
"10640"|469|449|1|0
"10641"|469|234|1|0
"10642"|469|507|1|0
"10643"|469|436|1|1
"10644"|469|248|1|0
"10645"|469|199|1|1
"10646"|469|475|1|0
"10647"|469|167|1|0
"10648"|469|473|1|0
"10649"|469|418|1|1
"10650"|469|424|1|0
"10651"|469|464|1|1
"10652"|469|754|1|0
"10653"|469|178|1|0
"10654"|469|431|1|0
"10655"|469|477|1|1
"10656"|469|761|1|0
"10657"|469|787|1|0
"10658"|469|123|1|0
"10659"|469|803|1|0
"10660"|469|759|1|0
"10661"|469|153|1|0
"10662"|469|294|1|1
"10663"|469|811|1|0
"10664"|470|410|0|1
"10665"|471|404|1|0
"10666"|471|428|1|1
"10667"|471|516|1|0
"10668"|471|451|1|1
"10669"|471|468|1|0
"10670"|471|515|1|0
"10671"|471|522|1|1
"10672"|471|397|1|0
"10673"|471|543|1|0
"10674"|471|432|1|0
"10675"|471|393|1|0
"10676"|471|769|1|0
"10677"|471|489|1|0
"10678"|471|696|1|0
"10679"|471|5|1|0
"10680"|471|467|1|0
"10681"|471|390|1|0
"10682"|471|513|1|0
"10683"|471|690|1|1
"10684"|471|408|1|1
"10685"|471|773|1|1
"10686"|471|499|1|0
"10687"|471|585|1|1
"10688"|471|506|1|0
"10689"|471|387|1|0
"10690"|471|395|1|0
"10691"|471|410|1|1
"10692"|471|480|1|0
"10693"|471|399|1|0
"10694"|471|832|1|0
"10695"|471|434|1|0
"10696"|471|643|1|0
"10697"|471|508|1|0
"10698"|471|465|1|1
"10699"|471|597|1|0
"10700"|471|476|1|0
"10701"|471|627|1|0
"10702"|471|604|1|1
"10703"|471|494|1|0
"10704"|471|575|1|1
"10705"|471|447|1|0
"10706"|471|396|1|1
"10707"|471|430|1|0
"10708"|471|634|1|1
"10709"|471|507|1|0
"10710"|471|444|1|0
"10711"|471|495|1|1
"10712"|471|381|1|0
"10713"|471|517|1|0
"10714"|471|665|1|1
"10715"|471|417|1|0
"10716"|472|811|1|0
"10717"|472|2|1|0
"10718"|472|47|1|0
"10719"|472|221|1|0
"10720"|472|803|1|0
"10721"|472|693|1|0
"10722"|472|458|1|1
"10723"|472|315|1|0
"10724"|472|130|1|0
"10725"|472|773|1|1
"10726"|472|180|1|0
"10727"|472|701|1|0
"10728"|472|243|1|0
"10729"|473|81|1|0
"10730"|473|650|1|0
"10731"|473|540|1|0
"10732"|473|282|1|0
"10733"|473|37|1|0
"10734"|473|243|1|0
"10735"|473|575|1|1
"10736"|473|605|1|0
"10737"|473|545|1|0
"10738"|473|39|1|0
"10739"|473|121|1|0
"10740"|473|117|1|1
"10741"|473|122|1|0
"10742"|473|475|1|0
"10743"|473|312|1|0
"10744"|473|594|1|1
"10745"|473|667|1|0
"10746"|473|75|1|0
"10747"|473|278|1|0
"10748"|473|196|1|0
"10749"|473|47|1|0
"10750"|473|119|1|0
"10751"|473|827|1|0
"10752"|473|180|1|0
"10753"|473|668|1|0
"10754"|473|130|1|0
"10755"|473|234|1|0
"10756"|473|309|1|0
"10757"|473|521|1|1
"10758"|473|803|1|0
"10759"|473|344|1|1
"10760"|473|719|1|1
"10761"|473|783|1|0
"10762"|473|481|1|0
"10763"|473|123|1|0
"10764"|473|369|1|0
"10765"|473|533|1|0
"10766"|473|632|1|0
"10767"|473|420|1|0
"10768"|473|238|1|0
"10769"|473|69|1|0
"10770"|473|810|1|0
"10771"|473|273|1|0
"10772"|473|186|1|1
"10773"|473|162|1|0
"10774"|473|314|1|0
"10775"|473|820|1|1
"10776"|473|498|1|0
"10777"|473|478|1|0
"10778"|473|376|1|0
"10779"|473|536|1|0
"10780"|473|462|1|0
"10781"|473|811|1|0
"10782"|473|742|1|0
"10783"|473|271|1|0
"10784"|473|449|1|0
"10785"|473|549|1|1
"10786"|473|700|1|0
"10787"|473|469|1|0
"10788"|473|712|1|0
"10789"|473|59|1|1
"10790"|473|644|1|1
"10791"|473|607|1|0
"10792"|473|564|1|0
"10793"|473|110|1|0
"10794"|473|787|1|0
"10795"|473|7|1|0
"10796"|473|287|1|0
"10797"|473|588|1|1
"10798"|473|225|1|0
"10799"|473|561|1|0
"10800"|473|232|1|0
"10801"|473|696|1|0
"10802"|473|239|1|0
"10803"|473|424|1|0
"10804"|473|814|1|0
"10805"|473|202|1|0
"10806"|473|248|1|0
"10807"|473|431|1|0
"10808"|473|38|1|0
"10809"|473|626|1|0
"10810"|473|437|1|0
"10811"|474|262|0|1
"10812"|474|85|0|1
"10813"|474|98|0|0
"10814"|474|552|0|0
"10815"|475|248|1|0
"10816"|475|420|1|0
"10817"|475|7|1|0
"10818"|475|2|1|0
"10819"|475|473|1|0
"10820"|475|254|1|0
"10821"|475|123|1|0
"10822"|475|700|1|0
"10823"|475|271|1|0
"10824"|475|424|1|0
"10825"|475|187|1|0
"10826"|475|81|1|0
"10827"|475|202|1|0
"10828"|475|605|1|0
"10829"|475|507|1|0
"10830"|475|87|1|1
"10831"|475|180|1|0
"10832"|475|431|1|0
"10833"|475|462|1|0
"10834"|475|238|1|0
"10835"|475|533|1|0
"10836"|475|59|1|1
"10837"|475|153|1|0
"10838"|475|607|1|0
"10839"|475|230|1|0
"10840"|475|314|1|0
"10841"|475|810|1|0
"10842"|475|221|1|0
"10843"|475|122|1|0
"10844"|475|632|1|0
"10845"|475|310|1|0
"10846"|475|337|1|0
"10847"|475|344|1|1
"10848"|475|498|1|0
"10849"|475|696|1|0
"10850"|475|588|1|1
"10851"|475|787|1|0
"10852"|475|298|1|0
"10853"|475|540|1|0
"10854"|475|130|1|0
"10855"|475|521|1|1
"10856"|475|469|1|0
"10857"|475|69|1|0
"10858"|475|811|1|0
"10859"|475|199|1|1
"10860"|475|457|1|1
"10861"|475|803|1|0
"10862"|475|626|1|0
"10863"|475|368|1|1
"10864"|475|821|1|0
"10865"|475|719|1|1
"10866"|475|53|1|0
"10867"|475|36|1|0
"10868"|475|759|1|0
"10869"|475|783|1|0
"10870"|475|828|1|0
"10871"|476|423|1|0
"10872"|476|645|1|0
"10873"|476|543|1|0
"10874"|476|389|1|1
"10875"|476|489|1|0
"10876"|476|432|1|0
"10877"|476|515|1|0
"10878"|476|453|1|1
"10879"|476|408|1|1
"10880"|476|512|1|0
"10881"|476|495|1|1
"10882"|476|435|1|0
"10883"|476|665|1|1
"10884"|476|399|1|0
"10885"|476|634|1|1
"10886"|476|390|1|0
"10887"|476|480|1|0
"10888"|476|597|1|0
"10889"|476|388|1|1
"10890"|476|385|1|0
"10891"|476|522|1|1
"10892"|476|441|1|0
"10893"|476|513|1|0
"10894"|476|425|1|1
"10895"|476|443|1|0
"10896"|476|832|1|0
"10897"|476|617|1|1
"10898"|476|397|1|0
"10899"|476|468|1|0
"10900"|476|496|1|0
"10901"|476|461|1|0
"10902"|476|471|1|0
"10903"|476|508|1|0
"10904"|476|404|1|0
"10905"|476|451|1|1
"10906"|476|482|1|1
"10907"|476|392|1|1
"10908"|476|551|1|0
"10909"|476|446|1|1
"10910"|477|469|0|0
"10911"|477|458|0|1
"10912"|477|754|0|0
"10913"|477|575|0|1
"10914"|478|431|1|0
"10915"|478|549|1|1
"10916"|478|121|1|0
"10917"|478|273|1|0
"10918"|478|420|1|0
"10919"|478|521|1|1
"10920"|478|81|1|0
"10921"|478|473|1|0
"10922"|478|314|1|0
"10923"|478|462|1|0
"10924"|478|123|1|0
"10925"|479|423|0|0
"10926"|479|390|0|0
"10927"|479|444|0|0
"10928"|479|504|0|0
"10929"|479|495|0|1
"10930"|480|399|1|0
"10931"|480|617|1|1
"10932"|480|499|1|0
"10933"|480|543|1|0
"10934"|480|518|1|1
"10935"|480|396|1|1
"10936"|480|468|1|0
"10937"|480|504|1|0
"10938"|480|665|1|1
"10939"|480|643|1|0
"10940"|480|517|1|0
"10941"|480|416|1|0
"10942"|480|423|1|0
"10943"|480|453|1|1
"10944"|480|398|1|0
"10945"|480|522|1|1
"10946"|480|634|1|1
"10947"|480|741|1|0
"10948"|480|495|1|1
"10949"|480|425|1|1
"10950"|480|432|1|0
"10951"|480|435|1|0
"10952"|480|636|1|1
"10953"|480|385|1|0
"10954"|480|489|1|0
"10955"|480|577|1|1
"10956"|480|645|1|0
"10957"|480|434|1|0
"10958"|480|179|1|0
"10959"|480|395|1|0
"10960"|480|690|1|1
"10961"|480|387|1|0
"10962"|480|392|1|1
"10963"|480|465|1|1
"10964"|480|404|1|0
"10965"|480|585|1|1
"10966"|480|446|1|1
"10967"|480|515|1|0
"10968"|480|508|1|0
"10969"|480|443|1|0
"10970"|480|476|1|0
"10971"|480|421|1|0
"10972"|480|408|1|1
"10973"|480|500|1|0
"10974"|480|441|1|0
"10975"|480|682|1|1
"10976"|480|397|1|0
"10977"|480|466|1|1
"10978"|480|496|1|0
"10979"|480|506|1|0
"10980"|480|769|1|0
"10981"|480|471|1|0
"10982"|480|512|1|0
"10983"|481|660|1|0
"10984"|481|536|1|0
"10985"|481|310|1|0
"10986"|481|29|1|0
"10987"|481|75|1|0
"10988"|481|588|1|1
"10989"|481|365|1|0
"10990"|481|632|1|0
"10991"|481|196|1|0
"10992"|481|533|1|0
"10993"|481|431|1|0
"10994"|481|787|1|0
"10995"|481|667|1|0
"10996"|481|549|1|1
"10997"|481|282|1|0
"10998"|481|507|1|0
"10999"|481|705|1|0
"11000"|481|202|1|0
"11001"|481|331|1|0
"11002"|481|521|1|1
"11003"|481|473|1|0
"11004"|481|469|1|0
"11005"|481|719|1|1
"11006"|481|672|1|0
"11007"|481|352|1|1
"11008"|481|420|1|0
"11009"|481|703|1|1
"11010"|481|234|1|0
"11011"|481|273|1|0
"11012"|481|232|1|0
"11013"|481|337|1|0
"11014"|481|712|1|0
"11015"|482|476|0|0
"11016"|482|445|0|0
"11017"|482|408|0|1
"11018"|482|585|0|1
"11019"|482|504|0|0
"11020"|482|466|0|1
"11021"|482|434|0|0
"11022"|482|387|0|0
"11023"|482|634|0|1
"11024"|482|769|0|0
"11025"|483|399|0|0
"11026"|483|430|0|0
"11027"|483|468|0|0
"11028"|483|690|0|1
"11029"|483|429|0|0
"11030"|483|442|0|0
"11031"|483|489|0|0
"11032"|483|656|0|0
"11033"|483|618|0|0
"11034"|483|627|0|0
"11035"|483|503|0|0
"11036"|483|513|0|0
"11037"|483|624|0|0
"11038"|484|637|1|1
"11039"|484|417|1|0
"11040"|484|773|1|1
"11041"|485|512|0|0
"11042"|485|423|0|0
"11043"|486|493|1|1
"11044"|486|409|1|0
"11045"|487|572|0|1
"11046"|487|658|0|0
"11047"|488|212|1|0
"11048"|488|87|1|1
"11049"|488|438|1|0
"11050"|488|701|1|0
"11051"|488|107|1|0
"11052"|488|243|1|0
"11053"|488|161|1|0
"11054"|489|499|1|0
"11055"|489|427|1|1
"11056"|489|471|1|0
"11057"|489|773|1|1
"11058"|489|390|1|0
"11059"|489|585|1|1
"11060"|489|480|1|0
"11061"|489|387|1|0
"11062"|489|690|1|1
"11063"|489|832|1|0
"11064"|489|428|1|1
"11065"|489|618|1|0
"11066"|489|408|1|1
"11067"|489|423|1|0
"11068"|489|483|1|1
"11069"|489|604|1|1
"11070"|489|517|1|0
"11071"|489|451|1|1
"11072"|489|439|1|1
"11073"|489|430|1|0
"11074"|489|435|1|0
"11075"|489|476|1|0
"11076"|489|492|1|0
"11077"|489|495|1|1
"11078"|489|445|1|0
"11079"|489|399|1|0
"11080"|489|444|1|0
"11081"|489|610|1|1
"11082"|489|381|1|0
"11083"|489|518|1|1
"11084"|489|674|1|0
"11085"|489|624|1|0
"11086"|489|611|1|0
"11087"|489|412|1|1
"11088"|489|496|1|0
"11089"|489|513|1|0
"11090"|489|636|1|1
"11091"|489|443|1|0
"11092"|489|410|1|1
"11093"|489|506|1|0
"11094"|489|421|1|0
"11095"|489|501|1|1
"11096"|489|397|1|0
"11097"|489|396|1|1
"11098"|489|617|1|1
"11099"|489|467|1|0
"11100"|489|665|1|1
"11101"|489|425|1|1
"11102"|489|422|1|0
"11103"|489|643|1|0
"11104"|489|657|1|0
"11105"|489|543|1|0
"11106"|489|522|1|1
"11107"|489|769|1|0
"11108"|489|385|1|0
"11109"|489|682|1|1
"11110"|489|551|1|0
"11111"|489|398|1|0
"11112"|489|645|1|0
"11113"|489|508|1|0
"11114"|489|434|1|0
"11115"|489|741|1|0
"11116"|489|461|1|0
"11117"|489|500|1|0
"11118"|489|535|1|1
"11119"|489|681|1|0
"11120"|489|637|1|1
"11121"|489|688|1|1
"11122"|489|634|1|1
"11123"|489|512|1|0
"11124"|489|447|1|0
"11125"|489|515|1|0
"11126"|489|507|1|0
"11127"|489|468|1|0
"11128"|489|416|1|0
"11129"|489|465|1|1
"11130"|489|454|1|0
"11131"|490|618|0|0
"11132"|490|429|0|0
"11133"|490|427|0|1
"11134"|490|657|0|0
"11135"|490|454|0|0
"11136"|490|513|0|0
"11137"|491|234|0|0
"11138"|491|598|0|0
"11139"|492|387|1|0
"11140"|492|432|1|0
"11141"|492|385|1|0
"11142"|492|504|1|0
"11143"|492|522|1|1
"11144"|492|392|1|1
"11145"|492|466|1|1
"11146"|492|634|1|1
"11147"|492|390|1|0
"11148"|492|434|1|0
"11149"|492|447|1|0
"11150"|492|489|1|0
"11151"|492|645|1|0
"11152"|492|421|1|0
"11153"|492|425|1|1
"11154"|492|395|1|0
"11155"|492|690|1|1
"11156"|492|404|1|0
"11157"|492|444|1|0
"11158"|492|512|1|0
"11159"|492|741|1|0
"11160"|492|443|1|0
"11161"|492|445|1|0
"11162"|492|416|1|0
"11163"|492|410|1|1
"11164"|492|769|1|0
"11165"|493|563|0|0
"11166"|493|655|0|1
"11167"|493|409|0|0
"11168"|493|486|0|0
"11169"|494|432|1|0
"11170"|494|404|1|0
"11171"|494|441|1|0
"11172"|494|645|1|0
"11173"|494|637|1|1
"11174"|494|468|1|0
"11175"|494|425|1|1
"11176"|494|417|1|0
"11177"|494|773|1|1
"11178"|494|410|1|1
"11179"|494|671|1|0
"11180"|494|393|1|0
"11181"|494|454|1|0
"11182"|494|618|1|0
"11183"|494|395|1|0
"11184"|494|381|1|0
"11185"|494|435|1|0
"11186"|494|445|1|0
"11187"|494|522|1|1
"11188"|494|391|1|1
"11189"|494|392|1|1
"11190"|494|433|1|1
"11191"|494|402|1|1
"11192"|494|643|1|0
"11193"|494|397|1|0
"11194"|494|465|1|1
"11195"|494|506|1|0
"11196"|494|690|1|1
"11197"|494|516|1|0
"11198"|494|385|1|0
"11199"|494|471|1|0
"11200"|494|741|1|0
"11201"|494|611|1|0
"11202"|494|399|1|0
"11203"|495|453|0|1
"11204"|495|769|0|0
"11205"|495|395|0|0
"11206"|495|399|0|0
"11207"|495|382|0|0
"11208"|495|421|0|0
"11209"|495|645|0|0
"11210"|495|390|0|0
"11211"|495|643|0|0
"11212"|495|434|0|0
"11213"|495|479|0|1
"11214"|495|179|0|0
"11215"|495|423|0|0
"11216"|495|634|0|1
"11217"|495|741|0|0
"11218"|495|489|0|0
"11219"|495|610|0|1
"11220"|495|512|0|0
"11221"|495|386|0|1
"11222"|495|496|0|0
"11223"|495|408|0|1
"11224"|495|674|0|0
"11225"|495|766|0|1
"11226"|495|656|0|0
"11227"|495|385|0|0
"11228"|495|618|0|0
"11229"|495|504|0|0
"11230"|495|784|0|1
"11231"|495|445|0|0
"11232"|495|412|0|1
"11233"|495|446|0|1
"11234"|495|517|0|0
"11235"|495|522|0|1
"11236"|495|466|0|1
"11237"|495|583|0|1
"11238"|495|513|0|0
"11239"|495|515|0|0
"11240"|495|410|0|1
"11241"|495|501|0|1
"11242"|495|577|0|1
"11243"|495|392|0|1
"11244"|495|461|0|0
"11245"|495|480|0|0
"11246"|495|397|0|0
"11247"|495|422|0|0
"11248"|495|690|0|1
"11249"|495|506|0|0
"11250"|495|465|0|1
"11251"|495|476|0|0
"11252"|495|518|0|1
"11253"|495|671|0|0
"11254"|495|832|0|0
"11255"|495|500|0|0
"11256"|495|435|0|0
"11257"|495|471|0|0
"11258"|495|444|0|0
"11259"|496|392|1|1
"11260"|496|434|1|0
"11261"|496|408|1|1
"11262"|496|518|1|1
"11263"|496|387|1|0
"11264"|496|495|1|1
"11265"|496|480|1|0
"11266"|496|435|1|0
"11267"|496|617|1|1
"11268"|496|504|1|0
"11269"|496|453|1|1
"11270"|496|512|1|0
"11271"|496|423|1|0
"11272"|496|445|1|0
"11273"|496|476|1|0
"11274"|496|489|1|0
"11275"|497|575|1|1
"11276"|497|238|1|0
"11277"|497|658|1|0
"11278"|497|436|1|1
"11279"|497|431|1|0
"11280"|497|588|1|1
"11281"|497|607|1|0
"11282"|497|719|1|1
"11283"|497|278|1|0
"11284"|498|40|1|1
"11285"|498|564|1|0
"11286"|498|457|1|1
"11287"|498|123|1|0
"11288"|498|475|1|0
"11289"|498|473|1|0
"11290"|498|519|1|0
"11291"|498|271|1|0
"11292"|499|435|1|0
"11293"|499|741|1|0
"11294"|499|465|1|1
"11295"|499|489|1|0
"11296"|499|445|1|0
"11297"|499|433|1|1
"11298"|499|397|1|0
"11299"|499|427|1|1
"11300"|499|508|1|0
