empl1|empl2|collaborations|engineer1|engineer2|invent1|invent2
337|127|3|0|0|1|1
337|323|5|0|0|1|1
337|316|1|0|0|1|1
337|540|1|0|0|1|1
337|251|3|0|0|1|0
337|536|1|0|0|1|1
337|166|3|0|0|1|1
337|742|8|0|0|1|1
337|638|1|0|0|1|1
337|240|3|0|0|1|0
337|282|8|0|0|1|1
337|187|5|0|1|1|1
337|243|14|0|0|1|1
337|521|3|0|1|1|0
337|757|1|0|0|1|0
337|712|5|0|1|1|1
337|274|3|0|0|1|0
337|294|12|0|0|1|0
337|161|3|0|0|1|1
337|119|7|0|0|1|1
337|533|7|0|0|1|1
337|315|10|0|0|1|1
337|703|1|0|0|1|0
337|81|1|0|0|1|1
337|130|7|0|0|1|1
337|632|10|0|0|1|1
337|295|5|0|1|1|1
337|36|15|0|0|1|1
337|235|3|0|0|1|1
337|247|1|0|0|1|1
337|797|1|0|0|1|0
337|47|14|0|0|1|1
337|265|3|0|1|1|1
337|464|3|0|1|1|0
337|431|1|0|0|1|1
337|692|1|0|0|1|1
337|744|7|0|0|1|0
337|196|1|0|0|1|1
337|678|5|0|1|1|1
337|221|5|0|0|1|1
337|687|7|0|0|1|1
337|71|1|0|0|1|1
337|648|7|0|0|1|0
337|197|3|0|0|1|1
337|806|3|0|0|1|1
337|183|5|0|0|1|0
337|785|1|0|1|1|1
337|333|1|0|0|1|1
337|186|7|0|0|1|0
337|811|5|0|1|1|1
337|818|5|0|1|1|0
337|640|1|0|1|1|1
337|734|1|0|0|1|0
337|52|3|0|0|1|1
337|792|3|0|1|1|1
337|650|3|0|0|1|1
337|814|7|0|1|1|1
337|332|1|0|0|1|0
337|790|3|0|1|1|1
337|607|7|0|0|1|1
337|719|7|0|0|1|0
338|25|1|1|0|1|1
338|759|5|1|1|1|1
338|807|3|1|1|1|1
338|87|1|1|1|1|0
338|187|1|1|1|1|1
338|180|1|1|1|1|1
338|94|5|1|0|1|1
338|65|1|1|0|1|0
338|556|1|1|1|1|1
338|254|5|1|1|1|1
338|230|1|1|0|1|1
338|161|1|1|0|1|1
338|505|3|1|1|1|1
338|464|1|1|1|1|0
338|199|3|1|0|1|0
338|811|3|1|1|1|1
338|69|3|1|0|1|1
338|116|3|1|1|1|1
338|803|3|1|0|1|1
338|221|5|1|0|1|1
338|438|3|1|0|1|1
338|540|1|1|0|1|1
338|72|1|1|0|1|0
338|27|1|1|1|1|0
339|341|1|0|1|1|0
339|296|1|0|1|1|0
339|285|1|0|1|1|1
339|340|1|0|1|1|1
339|347|1|0|1|1|0
340|244|3|1|0|1|1
340|296|1|1|1|1|0
340|339|1|1|0|1|1
340|346|1|1|0|1|1
340|347|1|1|1|1|0
340|285|1|1|1|1|1
340|247|1|1|0|1|1
340|341|1|1|1|1|0
341|347|1|1|1|0|0
341|345|1|1|0|0|1
341|28|1|1|0|0|0
341|142|1|1|0|0|1
341|269|1|1|0|0|0
341|339|1|1|0|0|1
341|244|3|1|0|0|1
341|246|1|1|0|0|0
341|284|1|1|0|0|0
341|252|3|1|1|0|1
341|560|1|1|0|0|1
341|270|1|1|1|0|1
341|267|1|1|1|0|1
341|30|1|1|0|0|1
341|340|1|1|1|0|1
341|550|1|1|0|0|1
341|283|1|1|1|0|1
341|31|1|1|1|0|1
341|808|1|1|0|0|1
341|268|1|1|1|0|1
342|436|1|0|0|0|0
342|431|1|0|0|0|1
342|719|1|0|0|0|0
342|182|1|0|1|0|1
343|449|1|1|1|0|1
343|561|1|1|0|0|1
343|124|3|1|0|0|1
343|273|1|1|0|0|1
343|532|1|1|1|0|0
343|527|3|1|0|0|0
343|549|1|1|0|0|0
343|364|1|1|0|0|1
344|36|3|0|0|0|1
344|202|1|0|1|0|1
344|121|3|0|1|0|1
344|38|1|0|0|0|1
344|719|3|0|0|0|0
344|81|1|0|0|0|1
344|369|3|0|1|0|1
344|473|1|0|0|0|1
344|123|7|0|1|0|1
344|29|1|0|0|0|1
344|167|3|0|0|0|1
344|271|3|0|0|0|1
344|310|3|0|0|0|1
344|564|1|0|0|0|1
344|536|3|0|0|0|1
344|700|3|0|0|0|1
344|238|1|0|1|0|1
344|337|3|0|0|0|1
344|110|3|0|1|0|1
344|660|3|0|0|0|1
344|533|1|0|0|0|1
344|475|3|0|0|0|1
344|282|5|0|0|0|1
344|462|5|0|0|0|1
344|632|1|0|0|0|1
344|117|5|0|0|0|0
344|437|1|0|1|0|1
344|75|5|0|1|0|1
345|560|1|0|0|1|1
345|252|3|0|1|1|1
345|284|3|0|0|1|0
345|296|1|0|1|1|0
345|679|1|0|1|1|0
345|341|1|0|1|1|0
345|269|1|0|0|1|0
346|246|1|0|0|1|0
346|142|1|0|0|1|1
346|560|1|0|0|1|1
346|285|1|0|1|1|1
346|149|3|0|0|1|1
346|626|1|0|0|1|1
346|268|1|0|1|1|1
346|269|1|0|0|1|0
346|340|1|0|1|1|1
346|28|1|0|0|1|0
346|678|1|0|1|1|1
346|244|1|0|0|1|1
346|362|1|0|0|1|0
346|550|1|0|0|1|1
346|507|1|0|0|1|1
346|197|1|0|0|1|1
346|296|3|0|1|1|0
346|267|1|0|1|1|1
346|270|1|0|1|1|1
347|270|3|1|1|0|1
347|247|1|1|0|0|1
347|339|1|1|0|0|1
347|252|1|1|1|0|1
347|296|1|1|1|0|0
347|269|1|1|0|0|0
347|341|1|1|1|0|0
347|142|1|1|0|0|1
347|362|1|1|0|0|0
347|340|1|1|1|0|1
347|290|1|1|0|0|0
347|283|1|1|1|0|1
348|115|1|0|0|1|1
348|308|1|0|0|1|0
348|805|1|0|0|1|1
348|111|1|0|1|1|0
348|157|1|0|0|1|0
348|675|1|0|1|1|1
348|293|1|0|0|1|1
348|652|1|0|0|1|0
349|35|1|0|0|0|0
349|204|1|0|0|0|1
349|305|1|0|0|0|0
349|223|1|0|1|0|1
350|813|3|0|0|1|0
350|643|3|0|0|1|1
350|428|1|0|0|1|0
350|385|1|0|1|1|1
350|611|1|0|1|1|1
350|577|1|0|0|1|0
350|674|1|0|0|1|1
350|618|1|0|0|1|1
350|517|3|0|0|1|1
350|624|1|0|1|1|1
350|468|1|0|1|1|1
350|688|1|0|0|1|0
350|627|1|0|0|1|1
350|637|1|0|1|1|0
351|507|3|0|0|1|1
351|38|3|0|0|1|1
351|321|1|0|0|1|1
351|201|3|0|1|1|1
351|188|5|0|0|1|0
351|39|8|0|1|1|1
351|337|1|0|0|1|1
351|607|3|0|0|1|1
351|312|12|0|0|1|1
351|183|1|0|0|1|0
351|672|5|0|1|1|1
351|238|10|0|1|1|1
351|431|3|0|0|1|1
351|163|5|0|0|1|1
351|640|3|0|1|1|1
351|53|5|0|0|1|1
351|239|3|0|1|1|1
351|155|7|0|0|1|0
351|309|1|0|1|1|1
351|1|1|0|1|1|1
351|712|3|0|1|1|1
351|33|3|0|1|1|1
351|648|3|0|0|1|0
351|330|5|0|0|1|1
351|61|3|0|0|1|1
351|536|1|0|0|1|1
351|75|3|0|1|1|1
351|202|5|0|1|1|1
351|632|1|0|0|1|1
351|282|3|0|0|1|1
351|37|3|0|1|1|1
351|232|7|0|0|1|1
351|650|5|0|0|1|1
351|825|1|0|0|1|1
351|647|3|0|0|1|0
351|119|7|0|0|1|1
351|278|3|0|0|1|1
351|696|1|0|1|1|1
351|533|1|0|0|1|1
351|818|1|0|1|1|0
351|358|3|0|0|1|0
351|646|1|0|0|1|1
351|178|3|0|0|1|1
351|279|8|0|1|1|1
351|797|1|0|0|1|0
351|592|1|0|0|1|0
351|181|5|0|0|1|1
351|644|7|0|0|1|0
351|757|5|0|0|1|0
351|816|3|0|0|1|1
351|721|1|0|0|1|1
351|814|1|0|1|1|1
352|282|1|0|0|0|1
352|705|3|0|0|0|1
352|481|1|0|0|0|1
352|232|1|0|0|0|1
352|632|1|0|0|0|1
353|304|1|0|0|1|0
353|237|1|0|1|1|0
353|356|1|0|1|1|1
353|606|1|0|0|1|0
353|176|1|0|0|1|1
353|141|1|0|1|1|1
353|139|1|0|0|1|0
353|553|1|0|0|1|0
353|355|1|0|0|1|0
354|176|1|0|0|0|1
354|562|1|0|1|0|1
354|175|1|0|1|0|0
354|559|1|0|0|0|1
354|222|1|0|1|0|0
354|799|1|0|0|0|1
354|317|1|0|0|0|0
355|140|1|0|1|0|0
355|304|1|0|0|0|0
355|353|1|0|0|0|1
356|353|1|1|0|1|1
356|562|1|1|1|1|1
356|799|1|1|0|1|1
356|553|1|1|0|1|0
356|139|1|1|0|1|0
356|304|1|1|0|1|0
356|174|1|1|0|1|0
357|540|1|0|0|1|1
357|47|1|0|0|1|1
357|230|1|0|0|1|1
357|67|1|0|1|1|0
357|94|1|0|0|1|1
358|351|3|0|0|0|1
358|507|1|0|0|0|1
358|168|1|0|0|0|0
358|785|1|0|1|0|1
358|331|1|0|0|0|1
358|242|3|0|1|0|1
358|201|1|0|1|0|1
358|238|1|0|1|0|1
358|39|8|0|1|0|1
358|449|3|0|1|0|1
358|61|5|0|0|0|1
358|279|1|0|1|0|1
358|280|3|0|0|0|0
358|831|1|0|1|0|0
358|312|1|0|0|0|1
358|119|3|0|0|0|1
358|239|1|0|1|0|1
358|278|5|0|0|0|1
358|211|1|0|1|0|0
358|650|5|0|0|0|1
358|188|1|0|0|0|0
358|561|3|0|0|0|1
358|376|3|0|1|0|1
358|178|1|0|0|0|1
358|71|3|0|0|0|1
358|607|1|0|0|0|1
358|333|3|0|0|0|1
358|204|5|0|0|0|1
358|273|1|0|0|0|1
358|53|1|0|0|0|1
359|101|1|0|0|1|0
360|108|1|1|0|1|0
360|812|1|1|0|1|1
361|74|3|1|1|1|1
361|695|1|1|0|1|0
361|666|1|1|0|1|1
361|208|1|1|1|1|0
361|547|1|1|1|1|0
361|684|3|1|1|1|1
361|683|1|1|0|1|0
361|621|3|1|0|1|0
361|707|3|1|0|1|0
361|336|3|1|0|1|1
361|42|1|1|0|1|1
362|5|3|0|0|0|1
362|290|3|0|0|0|0
362|33|1|0|1|0|1
362|275|1|0|0|0|1
362|650|1|0|0|0|1
362|696|3|0|1|0|1
362|37|3|0|1|0|1
362|92|1|0|1|0|0
362|38|1|0|0|0|1
362|149|1|0|0|0|1
362|346|1|0|0|0|1
362|61|5|0|0|0|1
362|296|1|0|1|0|0
362|55|3|0|0|0|0
362|132|1|0|1|0|1
362|113|3|0|0|0|0
362|347|1|0|1|0|0
362|39|3|0|1|0|1
362|300|1|0|0|0|0
362|253|1|0|0|0|1
362|239|3|0|1|0|1
362|640|1|0|1|0|1
362|626|1|0|0|0|1
362|70|1|0|0|0|0
362|507|1|0|0|0|1
362|9|1|0|0|0|1
362|244|1|0|0|0|1
362|152|1|0|0|0|1
363|2|1|1|1|1|1
363|458|1|1|0|1|0
363|678|1|1|1|1|1
363|754|1|1|0|1|1
363|29|1|1|0|1|1
363|401|1|1|0|1|0
363|122|1|1|0|1|1
363|626|1|1|0|1|1
364|242|1|0|1|1|1
364|549|1|0|0|1|0
364|343|1|0|1|1|0
364|273|3|0|0|1|1
364|238|1|0|1|1|1
364|449|1|0|1|1|1
365|39|12|1|1|1|1
365|299|1|1|0|1|1
365|155|17|1|0|1|0
365|592|5|1|0|1|0
365|124|8|1|0|1|1
365|780|3|1|0|1|1
365|225|3|1|0|1|1
365|814|3|1|1|1|1
365|644|5|1|0|1|0
365|314|1|1|0|1|1
365|607|1|1|0|1|1
365|250|1|1|0|1|0
365|309|3|1|1|1|1
365|648|3|1|0|1|0
365|234|8|1|1|1|1
365|202|10|1|1|1|1
365|827|5|1|0|1|1
365|318|3|1|0|1|1
365|561|3|1|0|1|1
365|536|3|1|0|1|1
365|672|5|1|1|1|1
365|712|7|1|1|1|1
365|240|1|1|0|1|0
365|71|7|1|0|1|1
365|481|3|1|0|1|1
365|232|3|1|0|1|1
365|167|1|1|0|1|1
365|238|3|1|1|1|1
365|312|8|1|0|1|1
365|53|5|1|0|1|1
365|279|3|1|1|1|1
365|330|7|1|0|1|1
365|742|7|1|0|1|1
365|29|1|1|0|1|1
365|533|8|1|0|1|1
365|660|1|1|0|1|1
365|431|3|1|0|1|1
365|37|5|1|1|1|1
365|667|3|1|1|1|1
365|127|1|1|0|1|1
365|324|3|1|0|1|1
365|787|5|1|0|1|1
365|316|1|1|0|1|1
365|333|3|1|0|1|1
365|282|5|1|0|1|1
365|706|1|1|1|1|0
365|507|5|1|0|1|1
365|36|1|1|0|1|1
365|297|5|1|0|1|1
365|757|1|1|0|1|0
365|646|10|1|0|1|1
365|235|3|1|0|1|1
365|790|7|1|1|1|1
365|69|1|1|0|1|1
365|818|3|1|1|1|0
365|709|8|1|0|1|0
365|119|1|1|0|1|1
365|38|7|1|0|1|1
365|75|7|1|1|1|1
365|213|1|1|1|1|0
365|273|3|1|0|1|1
365|704|1|1|0|1|1
365|272|1|1|0|1|1
365|183|5|1|0|1|0
365|331|1|1|0|1|1
366|47|3|0|0|0|1
366|163|3|0|0|0|1
366|164|3|0|0|0|0
366|590|1|0|0|0|1
366|337|1|0|0|0|1
366|650|1|0|0|0|1
366|212|1|0|0|0|1
366|232|3|0|0|0|1
366|626|7|0|0|0|1
366|761|1|0|1|0|1
366|202|1|0|1|0|1
366|312|1|0|0|0|1
366|154|1|0|0|0|0
366|80|1|0|1|0|1
366|696|5|0|1|0|1
366|122|5|0|0|0|1
366|507|3|0|0|0|1
366|315|1|0|0|0|1
366|256|3|0|0|0|1
366|97|1|0|0|0|1
366|792|7|0|1|0|1
366|687|5|0|0|0|1
366|239|3|0|1|0|1
366|573|3|0|0|0|0
366|153|5|0|0|0|1
366|632|1|0|0|0|1
366|258|3|0|1|0|1
367|197|1|1|0|1|1
368|540|1|0|0|0|1
368|719|1|0|0|0|0
368|180|3|0|1|0|1
368|431|1|0|0|0|1
368|123|1|0|1|0|1
368|2|1|0|1|0|1
368|248|1|0|0|0|1
368|69|1|0|0|0|1
368|475|1|0|0|0|1
368|337|1|0|0|0|1
368|626|1|0|0|0|1
368|271|1|0|0|0|1
368|564|1|0|0|0|1
368|7|1|0|0|0|1
368|632|1|0|0|0|1
369|437|1|1|1|1|1
369|117|1|1|0|1|0
369|121|3|1|1|1|1
369|36|1|1|0|1|1
369|473|3|1|0|1|1
369|626|3|1|0|1|1
369|81|1|1|0|1|1
369|123|1|1|1|1|1
369|344|3|1|0|1|0
370|120|1|0|0|1|1
371|122|1|0|0|0|1
371|182|1|0|1|0|1
372|781|1|0|0|0|0
372|23|1|0|0|0|0
372|609|1|0|0|0|1
372|42|1|0|0|0|1
372|336|1|0|0|0|1
372|76|1|0|0|0|1
372|18|1|0|0|0|0
372|126|1|0|0|0|0
373|770|1|0|0|0|1
373|597|1|0|0|0|1
373|570|1|0|0|0|0
373|569|1|0|0|0|0
374|208|1|0|1|1|0
374|683|3|0|0|1|0
374|623|1|0|0|1|1
374|695|1|0|0|1|0
374|126|1|0|0|1|0
374|666|1|0|0|1|1
374|621|1|0|0|1|0
375|47|1|1|0|1|1
375|315|5|1|0|1|1
375|130|1|1|0|1|1
375|239|5|1|1|1|1
375|153|8|1|0|1|1
375|166|3|1|0|1|1
375|97|1|1|0|1|1
375|770|3|1|0|1|1
375|122|1|1|0|1|1
375|767|5|1|0|1|0
375|118|1|1|1|1|0
375|761|3|1|1|1|1
375|540|1|1|0|1|1
375|312|8|1|0|1|1
375|597|3|1|0|1|1
375|507|1|1|0|1|1
375|337|1|1|0|1|1
375|214|3|1|0|1|1
375|797|3|1|0|1|0
375|803|1|1|0|1|1
375|248|3|1|0|1|1
375|295|3|1|1|1|1
375|243|5|1|0|1|1
375|696|1|1|1|1|1
375|258|3|1|1|1|1
375|263|5|1|1|1|1
375|212|3|1|0|1|1
375|678|3|1|1|1|1
375|616|1|1|0|1|1
375|87|7|1|1|1|0
375|303|3|1|1|1|1
375|811|1|1|1|1|1
375|626|1|1|0|1|1
375|564|7|1|0|1|1
376|632|10|1|0|1|1
376|235|5|1|0|1|1
376|333|5|1|0|1|1
376|297|1|1|0|1|1
376|204|1|1|0|1|1
376|238|3|1|1|1|1
376|53|3|1|0|1|1
376|122|5|1|0|1|1
376|36|1|1|0|1|1
376|540|1|1|0|1|1
376|167|5|1|0|1|1
376|827|10|1|0|1|1
376|324|1|1|0|1|1
376|337|1|1|0|1|1
376|227|1|1|1|1|1
376|240|5|1|0|1|0
376|29|1|1|0|1|1
376|155|3|1|0|1|0
376|309|1|1|1|1|1
376|38|12|1|0|1|1
376|785|1|1|1|1|1
376|533|5|1|0|1|1
376|2|3|1|1|1|1
376|310|1|1|0|1|1
376|358|3|1|0|1|0
376|331|1|1|0|1|1
376|536|1|1|0|1|1
376|314|5|1|0|1|1
376|52|5|1|0|1|1
376|162|1|1|0|1|1
376|473|5|1|0|1|1
376|81|1|1|0|1|1
376|282|1|1|0|1|1
376|145|1|1|1|1|1
376|273|5|1|0|1|1
376|232|1|1|0|1|1
376|649|3|1|0|1|1
376|234|1|1|1|1|1
376|110|3|1|1|1|1
376|202|3|1|1|1|1
376|607|8|1|0|1|1
376|787|5|1|0|1|1
376|507|1|1|0|1|1
376|239|1|1|1|1|1
376|124|8|1|0|1|1
376|660|5|1|0|1|1
376|626|1|1|0|1|1
376|248|1|1|0|1|1
376|75|3|1|1|1|1
376|449|7|1|1|1|1
376|61|3|1|0|1|1
377|233|1|0|1|1|0
377|62|3|0|0|1|0
377|177|1|0|0|1|0
377|599|1|0|0|1|1
377|526|1|0|1|1|1
377|226|1|0|0|1|0
377|764|1|0|0|1|0
378|679|1|0|1|1|0
379|62|1|0|0|0|0
379|189|1|0|0|0|1
380|510|1|0|0|0|1
380|264|1|0|0|0|1
380|88|1|0|1|0|0
380|329|1|0|1|0|0
381|657|1|0|1|1|1
381|690|10|0|0|1|0
381|445|1|0|0|1|1
381|387|5|0|0|1|1
381|397|7|0|1|1|1
381|627|3|0|0|1|1
381|417|8|0|1|1|1
381|399|5|0|0|1|1
381|512|1|0|0|1|1
381|179|1|0|1|1|1
381|461|1|0|0|1|1
381|393|5|0|0|1|1
381|494|3|0|0|1|1
381|499|1|0|0|1|1
381|432|1|0|0|1|1
381|516|3|0|1|1|1
381|429|1|0|0|1|1
381|508|5|0|0|1|1
381|769|1|0|0|1|1
381|468|3|0|1|1|1
381|741|10|0|1|1|1
381|489|1|0|0|1|1
381|604|1|0|1|1|0
381|435|1|0|0|1|1
381|425|1|0|0|1|0
381|392|7|0|0|1|0
381|471|8|0|0|1|1
381|504|3|0|0|1|1
381|451|5|0|0|1|0
381|444|1|0|1|1|1
381|395|5|0|1|1|1
381|404|3|0|0|1|1
381|636|1|0|0|1|0
381|637|1|0|1|1|0
381|506|5|0|0|1|1
381|515|3|0|0|1|1
381|398|1|0|0|1|1
381|832|1|0|1|1|1
381|773|3|0|0|1|0
381|454|3|0|0|1|1
382|495|1|1|0|1|0
382|430|1|1|0|1|1
383|47|1|0|0|0|1
383|406|1|0|1|0|0
383|66|1|0|1|0|1
383|774|1|0|0|0|1
383|243|1|0|0|0|1
383|230|1|0|0|0|1
383|69|3|0|0|0|1
383|811|1|0|1|0|1
383|105|3|0|0|0|1
383|564|1|0|0|0|1
383|254|3|0|1|0|1
383|418|1|0|0|0|0
384|430|1|0|0|0|1
384|513|1|0|0|0|1
384|585|1|0|0|0|0
385|657|1|1|1|1|1
385|350|1|1|0|1|1
385|624|1|1|1|1|1
385|577|1|1|0|1|0
385|688|3|1|0|1|0
385|417|1|1|1|1|1
385|832|1|1|1|1|1
385|429|1|1|0|1|1
385|494|3|1|0|1|1
385|396|1|1|0|1|0
385|618|1|1|0|1|1
385|428|1|1|0|1|0
385|397|1|1|1|1|1
385|468|5|1|1|1|1
385|423|3|1|1|1|1
385|813|1|1|0|1|0
385|480|10|1|1|1|1
385|492|3|1|1|1|1
385|518|1|1|0|1|0
385|611|1|1|1|1|1
385|425|3|1|0|1|0
385|467|1|1|1|1|1
385|517|1|1|0|1|1
385|433|1|1|0|1|0
385|387|7|1|0|1|1
385|627|3|1|0|1|1
385|445|3|1|0|1|1
385|769|5|1|0|1|1
385|522|7|1|0|1|0
385|392|8|1|0|1|0
385|408|1|1|0|1|0
385|427|3|1|0|1|0
385|432|1|1|0|1|1
385|465|12|1|0|1|0
385|643|1|1|0|1|1
385|447|1|1|1|1|1
385|495|3|1|0|1|0
385|454|1|1|0|1|1
385|476|1|1|0|1|1
385|489|3|1|0|1|1
385|410|3|1|0|1|0
385|597|3|1|0|1|1
385|434|1|1|0|1|1
385|637|3|1|1|1|0
385|451|1|1|0|1|0
385|430|1|1|0|1|1
385|513|7|1|0|1|1
385|404|1|1|0|1|1
385|690|1|1|0|1|0
385|499|3|1|0|1|1
385|773|1|1|0|1|0
385|402|3|1|0|1|0
385|506|7|1|0|1|1
385|508|3|1|0|1|1
386|441|1|0|0|0|1
386|404|1|0|0|0|1
386|617|1|0|1|0|0
386|392|1|0|0|0|0
386|495|1|0|0|0|0
386|682|1|0|0|0|0
387|513|3|0|0|1|1
387|412|1|0|1|1|0
387|396|1|0|0|1|0
387|471|1|0|0|1|1
387|425|12|0|0|1|0
387|832|7|0|1|1|1
387|421|1|0|0|1|1
387|496|3|0|0|1|1
387|518|7|0|0|1|0
387|390|1|0|1|1|1
387|448|3|0|0|1|0
387|465|8|0|0|1|0
387|389|1|0|1|1|0
387|446|1|0|0|1|0
387|645|3|0|0|1|1
387|381|5|0|0|1|1
387|385|7|0|1|1|1
387|432|7|0|0|1|1
387|444|1|0|1|1|1
387|408|7|0|0|1|0
387|399|7|0|0|1|1
387|423|3|0|1|1|1
387|392|1|0|0|1|0
387|489|3|0|0|1|1
387|435|7|0|0|1|1
387|447|3|0|1|1|1
387|480|5|0|1|1|1
387|468|8|0|1|1|1
387|492|3|0|1|1|1
387|453|1|0|0|1|0
387|522|1|0|0|1|0
387|512|8|0|0|1|1
387|499|3|0|0|1|1
387|515|1|0|0|1|1
387|388|1|0|1|1|0
387|517|1|0|0|1|1
387|397|5|0|1|1|1
387|543|1|0|0|1|1
387|466|7|0|0|1|0
387|482|1|0|0|1|0
387|551|1|0|0|1|1
387|461|1|0|0|1|1
387|597|1|0|0|1|1
387|741|1|0|1|1|1
387|604|1|0|1|1|0
387|398|3|0|0|1|1
387|395|1|0|1|1|1
387|451|3|0|0|1|0
387|508|1|0|0|1|1
387|634|3|0|0|1|0
387|585|1|0|0|1|0
387|769|3|0|0|1|1
387|610|1|0|0|1|0
388|387|1|1|0|0|1
388|408|1|1|0|0|0
388|504|1|1|0|0|1
388|445|1|1|0|0|1
388|617|1|1|1|0|0
388|466|1|1|0|0|0
388|476|1|1|0|0|1
389|476|1|1|0|0|1
389|387|1|1|0|0|1
389|430|1|1|0|0|1
389|448|1|1|0|0|0
389|408|1|1|0|0|0
389|446|1|1|0|0|0
389|445|1|1|0|0|1
389|617|1|1|1|0|0
389|585|3|1|0|0|0
390|665|1|1|0|1|0
390|435|1|1|0|1|1
390|551|3|1|0|1|1
390|392|5|1|0|1|0
390|479|1|1|0|1|0
390|501|1|1|1|1|0
390|408|1|1|0|1|0
390|476|3|1|0|1|1
390|387|1|1|0|1|1
390|423|7|1|1|1|1
390|769|1|1|0|1|1
390|471|3|1|0|1|1
390|399|1|1|0|1|1
390|466|3|1|0|1|0
390|504|1|1|0|1|1
390|495|7|1|0|1|0
390|444|7|1|1|1|1
390|492|1|1|1|1|1
390|585|1|1|0|1|0
390|489|10|1|0|1|1
390|634|1|1|0|1|0
390|512|1|1|0|1|1
390|690|1|1|0|1|0
390|397|1|1|1|1|1
391|645|1|0|0|0|1
391|454|1|0|0|0|1
391|643|1|0|0|0|1
391|494|5|0|0|0|1
391|618|3|0|0|0|1
391|637|1|0|1|0|0
391|535|1|0|0|0|0
391|688|1|0|0|0|0
391|392|1|0|0|0|0
391|441|1|0|0|0|1
392|610|1|0|0|0|0
392|451|1|0|0|0|0
392|665|5|0|0|0|0
392|583|1|0|0|0|0
392|422|1|0|0|0|1
392|414|1|0|1|0|1
392|495|12|0|0|0|0
392|577|1|0|0|0|0
392|585|1|0|0|0|0
392|381|7|0|0|0|1
392|636|1|0|0|0|0
392|506|7|0|0|0|1
392|496|3|0|0|0|1
392|396|1|0|0|0|0
392|468|1|0|1|0|1
392|447|3|0|1|0|1
392|432|7|0|0|0|1
392|179|1|0|1|0|1
392|395|3|0|1|0|1
392|404|1|0|0|0|1
392|434|3|0|0|0|1
392|390|5|0|1|0|1
392|551|3|0|0|0|1
392|387|1|0|0|0|1
392|508|7|0|0|0|1
392|690|10|0|0|0|0
392|515|5|0|0|0|1
392|504|7|0|0|0|1
392|446|3|0|0|0|0
392|522|7|0|0|0|0
392|512|1|0|0|0|1
392|421|1|0|0|0|1
392|461|1|0|0|0|1
392|480|5|0|1|0|1
392|430|3|0|0|0|1
392|444|1|0|1|0|1
392|445|7|0|0|0|1
392|410|1|0|0|0|0
392|476|1|0|0|0|1
392|425|1|0|0|0|0
392|534|3|0|1|0|0
392|674|1|0|0|0|1
392|492|5|0|1|0|1
392|494|1|0|0|0|1
392|832|7|0|1|0|1
392|397|7|0|1|0|1
392|543|5|0|0|0|1
392|391|1|0|0|0|0
392|385|8|0|1|0|1
392|671|1|0|0|0|1
392|399|5|0|0|0|1
392|500|3|0|0|0|1
392|386|1|0|0|0|0
392|517|1|0|0|0|1
392|643|1|0|0|0|1
392|618|3|0|0|0|1
392|535|1|0|0|0|0
392|656|1|0|0|0|1
392|416|1|0|0|0|1
392|443|3|0|0|0|1
392|501|3|0|1|0|0
392|428|1|0|0|0|0
392|518|1|0|0|0|0
392|503|1|0|0|0|1
392|408|1|0|0|0|0
393|645|1|0|0|1|1
393|471|3|0|0|1|1
393|508|1|0|0|1|1
393|432|1|0|0|1|1
393|434|1|0|0|1|1
393|690|1|0|0|1|0
393|627|1|0|0|1|1
393|506|5|0|0|1|1
393|618|1|0|0|1|1
393|404|3|0|0|1|1
393|530|1|0|1|1|0
393|427|1|0|0|1|0
393|624|3|0|1|1|1
393|494|3|0|0|1|1
393|381|5|0|0|1|1
393|741|3|0|1|1|1
393|611|3|0|1|1|1
393|435|5|0|0|1|1
393|417|1|0|1|1|1
393|451|5|0|0|1|0
393|400|1|0|0|1|0
393|499|3|0|0|1|1
393|454|1|0|0|1|1
393|465|5|0|0|1|0
393|604|3|0|1|1|0
393|657|1|0|1|1|1
393|507|1|0|0|1|1
393|516|1|0|1|1|1
394|533|1|1|0|0|1
395|494|5|1|0|1|1
395|444|1|1|1|1|1
395|381|5|1|0|1|1
395|517|5|1|0|1|1
395|417|5|1|1|1|1
395|577|3|1|0|1|0
395|515|1|1|0|1|1
395|832|5|1|1|1|1
395|397|3|1|1|1|1
395|492|1|1|1|1|1
395|627|5|1|0|1|1
395|447|1|1|1|1|1
395|516|3|1|1|1|1
395|512|1|1|0|1|1
395|480|3|1|1|1|1
395|392|3|1|0|1|0
395|396|1|1|0|1|0
395|624|1|1|1|1|1
395|445|7|1|0|1|1
395|504|1|1|0|1|1
395|387|1|1|0|1|1
395|690|10|1|0|1|0
395|471|1|1|0|1|1
395|468|5|1|1|1|1
395|423|3|1|1|1|1
395|410|1|1|0|1|0
395|508|7|1|0|1|1
395|435|5|1|0|1|1
395|465|3|1|0|1|0
395|399|1|1|0|1|1
395|741|5|1|1|1|1
395|784|3|1|1|1|0
395|522|8|1|0|1|0
395|665|1|1|0|1|0
395|495|5|1|0|1|0
395|773|1|1|0|1|0
396|506|1|0|0|0|1
396|432|1|0|0|0|1
396|417|1|0|1|0|1
396|480|5|0|1|0|1
396|395|1|0|1|0|1
396|500|3|0|0|0|1
396|408|5|0|0|0|0
396|522|1|0|0|0|0
396|471|5|0|0|0|1
396|741|1|0|1|0|1
396|515|3|0|0|0|1
396|385|1|0|1|0|1
396|387|1|0|0|0|1
